Land Size(M2),Building Size(M2),Bedrooms,Bathrooms,Longitude,Latitude,Price(Php),Category_Apartment,Category_Commercial,Category_Condominium,Category_House,Category_Land,"Sub-Category_Apartment,apartments","Sub-Category_Apartment,loft","Sub-Category_Apartment,room-1","Sub-Category_Commercial,building","Sub-Category_Commercial,coworking","Sub-Category_Commercial,offices","Sub-Category_Commercial,retail","Sub-Category_Commercial,serviced-office","Sub-Category_Commercial,warehouse","Sub-Category_Condominium,3-bedroom","Sub-Category_Condominium,4-bedroom","Sub-Category_Condominium,dormitory","Sub-Category_Condominium,double-bedroom","Sub-Category_Condominium,loft-1","Sub-Category_Condominium,other-4","Sub-Category_Condominium,penthouse-1","Sub-Category_Condominium,single-bedroom","Sub-Category_Condominium,studio","Sub-Category_House,beach-house","Sub-Category_House,single-family-house","Sub-Category_House,townhouse","Sub-Category_House,villas","Sub-Category_Land,agricutural-lot","Sub-Category_Land,beach-lot","Sub-Category_Land,commercial-lot","Sub-Category_Land,memorial-lot","Sub-Category_Land,residential-lot",Location_Cluster
76.0,125.0,3.0,3.0,121.119726,14.57923,5400000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,125.460735,7.19125,24000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
1215.5,728.0,7.0,7.199999999999999,125.5840299,7.0867489,15000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
38.400000000000034,142.0,2.0,4.0,121.053333,14.592173,43624480.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
102.49399999999997,184.0,3.0,3.0,121.050318,14.540867,49000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
819.0,546.148,3.8,4.2,121.182,13.931,4872000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
32.60000000000002,95.0,2.0,2.0,121.050318,14.540867,20000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
50.200000000000045,65.0,2.0,2.0,121.053333,14.592173,14456789.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
66.0,52.0,2.0,1.0,121.053333,14.592173,9876543.21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
60.799999999999955,30.0,1.0,1.0,121.053333,14.592173,6400000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
190.99999999999997,300.0,5.0,5.0,120.600513,16.381866,21000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
22.60000000000008,20.0,1.0,1.0,121.053333,14.592173,5400000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
120.0,98.0,3.8,2.4,120.881337,14.410355,2250000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1215.5,728.0,7.0,7.199999999999999,121.0220452,14.202348,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
413.0,571.0,4.3999999999999995,4.2,121.0443089,14.6621443,80000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
680.0,735.0,7.0,8.5,120.98341,14.124996,85000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
232.0,502.0,4.0,4.0,121.0468908,14.6011932,53815248.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
52.0,68.6,2.0,2.0,121.050318,14.540867,19000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
471.0,431.2,3.2,4.8,121.0533622,14.1857173,13523001.63,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
50.0,50.0,1.0,1.0,120.882234,14.257876,2700000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
680.0,555.0,4.0,5.0,121.022321,14.405874,110503536.64125,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
100.0,40.0,3.0,1.0,120.9567904,14.322093,1200000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
389.0,448.0,4.0,3.6,121.0233363,14.1414315,9800000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
160.0,422.0,4.0,6.0,123.918231,10.31581,46172500.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
160.0,422.0,4.0,6.0,123.918231,10.31581,49515950.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
590.0,674.0,6.4,6.6,121.0233363,14.1414315,10900000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
554.0,664.0,4.8,4.199999999999999,121.0655486,14.1400085,10700000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
75.0,155.0,4.0,3.0,120.588941,16.39866,9500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
300.0,287.6,4.3999999999999995,3.6,120.968782,14.143115,2250000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
500.0,450.0,4.0,4.0,122.559096,10.731185,32000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
22.60000000000008,18.0,1.0,1.0,121.087967,14.613073,1800000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
120.0,98.0,3.8,2.4,120.691918,15.4043,1712000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7
57.40000000000009,35.870000000000005,2.0,1.0,121.089097,14.588464,5498041.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
94.19999999999993,53.0,2.0,2.0,121.049993,14.443527,4800000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
467.0,414.0,3.0,4.0,121.037608,14.4179774,65000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
467.0,414.0,3.0,5.0,121.037608,14.4179774,65000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,121.036376,14.517219,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
182.36,139.4,4.0,3.0,121.155483,13.895805,10029864.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
186.58,129.8,4.0,3.0,121.155483,13.895805,9691680.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
512.0,648.0,5.4,5.4,121.026342,14.563933,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
182.39000000000001,114.98,3.0,2.0,121.155483,13.895805,8712752.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
350.0,391.0,3.0,5.0,121.037608,14.4179774,55000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
350.0,391.0,3.0,5.0,121.037608,14.4179774,55000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,120.514961,16.5020711,27000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
264.0,360.0,5.0,4.0,121.119734,14.640389,16500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1000.0,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,123.942064,10.300215,50000000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
32.60000000000002,93.0,2.0,2.0,121.036339,14.562949,24000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
240.0,320.0,5.0,4.0,121.03773,14.74393,10000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,121.0356795,14.7913736,33000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
200.0,200.0,3.0,2.0,120.9777822,14.3981207,7310000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
270.0,427.6,5.0,4.8,120.99031,14.30488,15000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
400.0,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.654309,13.79875,17000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
350.0,391.0,3.0,5.5,121.0078767,14.4023926,55000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
350.0,391.0,3.0,5.5,121.0078767,14.4023926,55000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
467.0,414.0,3.0,5.0,121.037608,14.4179774,65000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
467.0,414.0,3.0,5.0,121.037608,14.4179774,65000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
150.0,192.4,4.0,4.0,121.0961887,14.7844513,3525000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
150.0,192.4,4.0,4.0,121.0961887,14.7844513,3525000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
150.0,192.4,4.0,4.0,121.0961887,14.7844513,3525000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
467.0,414.0,3.0,5.0,121.0078767,14.4023926,65000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
240.0,337.0,4.3999999999999995,4.3999999999999995,121.0961887,14.7844513,5640000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
150.0,192.4,4.0,4.0,121.0961887,14.7844513,3525000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
350.0,391.0,3.0,5.0,121.037608,14.4179774,55000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
350.0,391.0,3.0,5.0,121.037608,14.4179774,55000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
72.0,37.0,1.0,1.0,123.9157609,10.3084189,8468400.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
96.39999999999998,113.5,3.0,4.0,121.050318,14.540867,30600000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
360.0,598.4,4.0,4.6,121.096563,14.681641,11000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
2.499999999999943,596.6,1.7999999999999998,1.7999999999999998,120.8501436,14.14474956,179200.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2.499999999999943,596.6,1.7999999999999998,1.7999999999999998,120.85293,14.137115,145600.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2.499999999999943,596.6,1.7999999999999998,1.7999999999999998,120.85293,14.137115,145600.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
26.80000000000001,65.0,1.0,1.0,123.918231,10.31581,15500000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1215.5,735.0,6.199999999999999,8.500000000000002,121.0232,14.63518,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
467.0,414.0,3.0,5.0,121.0078767,14.4023926,65000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,123.261786,9.3420884,9000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8
416.39610042233693,237.32661867364746,3.0651442307692305,2.8692118226600987,123.8228346,8.3008627,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8
90.0,43.359999999999985,2.0,1.0,121.214021,14.566756,3600000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,120.918355,14.312446,102264000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
105.0,83.0,4.0,3.0,120.959807,14.14031,6300000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
464.0,380.0,6.0,3.0,125.5237999,7.0743578,25000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
154.0,200.0,3.0,3.0,120.579214,15.13943,14200000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7
60.88000000000005,134.5,3.0,4.0,121.050318,14.540867,36600000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
160.0,350.0,7.0,4.0,120.619739,16.42835,15000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5
240.0,180.0,3.0,3.0,121.240436,14.670622,14500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
292.6,300.0,3.0,3.0,121.050318,14.540867,105000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
92.00000000000006,52.0,2.0,2.0,121.04641,14.571338,9209201.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
43.60000000000002,24.0,1.0,1.0,121.051068,14.569686,4320129.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
67.19999999999993,32.5,1.0,1.0,121.0366406,14.49966341,6600000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
800.0,584.0,4.8,5.0,120.996952,14.633569,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
72.0,40.5,1.0,1.0,123.883279,10.3380996,8900000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
600.0,538.0,5.6,6.0,121.0572,14.61777,78000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
154.0,200.0,4.0,4.0,120.579214,15.13943,13500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7
1215.5,728.0,7.0,7.199999999999999,121.0291993,14.1558352,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
100.0,113.0,3.5999999999999996,1.7999999999999998,123.4146169,10.0180937,500000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
351.0,658.0,6.6,7.800000000000001,121.0533622,14.1857173,10881000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
286.0,419.8,3.4,3.8,121.422891,13.673186,9581000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
80.0,77.66999999999999,4.0,3.0,125.6287105,7.1418209,4426480.59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
120.0,75.0,3.0,2.0,121.0703122,13.7559187,4925000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
71.99999999999994,41.20000000000002,1.0,1.0,121.0799614,13.752805,5562000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
220.0,220.0,3.0,4.0,121.0799614,13.752805,17500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
93.0,40.25999999999999,2.0,1.0,121.2079656,13.9504093,6541000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
487.0,350.0,4.0,4.0,121.1701226,13.9775271,14034172.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
100.0,80.0,3.0,2.0,121.0433415,14.3669314,6000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,684.0,5.2,5.4,120.9602737,14.6696392,38000000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
44.0,38.400000000000006,2.0,1.0,120.9778775,14.8531313,1380000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
194.0,153.0,2.0,2.0,121.04641,14.617893,32000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
